transcript_name;probe_name;SAS_strand;strand;3280_F2_C1_I1_R1_cy3;3280_F2_C1_I1_R2_cy5;3280_F2_C1_I5_R1_cy3;3280_F2_C1_I5_R2_cy5;3280_F2_C1_L1_R1_cy3;3280_F2_C1_L1_R2_cy5;3280_F2_C2_I1_R1_cy3;3280_F2_C2_I1_R2_cy5;3280_F2_C2_I5_R1_cy3;3280_F2_C2_I5_R2_cy5;3280_F2_C2_I9_R1_cy3;3280_F2_C2_I9_R2_cy5;3280_F2_C2_L1_R1_cy3;3280_F2_C2_L1_R2_cy5;3280_F2_C3_I1_R1_cy3;3280_F2_C3_I1_R2_cy5;3280_F2_C3_I5_R1_cy3;3280_F2_C3_I5_R2_cy5;3280_F2_C3_I9_R1_cy3;3280_F2_C3_I9_R2_cy5;3280_F2_C3_L1_R1_cy3;3280_F2_C3_L1_R2_cy5;3280_F2_C4_I1_R1_cy3;3280_F2_C4_I1_R2_cy5;3280_F2_C4_I5_R1_cy3;3280_F2_C4_I5_R2_cy5;3280_F2_C4_I9_R1_cy3;3280_F2_C4_I9_R2_cy5;3280_F2_C4_L1_R1_cy3;3280_F2_C4_L1_R2_cy5
SCCCLB1002C04.g;GS1_SS_16031_16983;SCCCLB1002C04.g_SS;SS;12,6408;12,8592;12,0779;12,2556;9,0131;9,7034;12,527;12,2596;11,9436;11,7201;12,557;11,8322;9,353;10,0796;12,0636;12,4058;11,4745;11,509;12,6694;12,5367;10,4672;10,3227;12,4084;12,4119;11,7075;11,84;12,39;12,6624;9,2657;9,2809
SCEZLB1010B01.g;GS1_SS_18753_19399;SCEZLB1010B01.g_SS;SS;7,7098;8,2121;6,7639;6,7621;6,3483;7,4404;8,0158;8,3212;6,982;;8,3929;8,5754;7,2689;7,0698;8,065;8,6928;7,1536;7,3203;7,6793;8,8408;6,0917;7,4243;6,8381;7,9062;8,1106;8,5678;8,4701;8,5705;6,988;6,895
SCQSLB1049F06.g;GS1_AS_23959_20719;SCQSLB1049F06.g_AS;AS;5,6364;;;;;6,6512;;;;;;;;;;;;;;;;;;;;;;;;
SCUTLR1037G05.g;GS1_SS_16029_16619;SCUTLR1037G05.g_SS;SS;5,5512;;;;;;;;;;6,187;7,1866;;;;;;;;;5,7671;;;;;;6,0002;7,4689;;
SCEQRT1026G12.g;GS1_SS_18754_06129;SCEQRT1026G12.g_SS;SS;8,1281;8,5254;8,2038;7,8987;7,675;7,26;8,1698;8,1612;8,2464;8,2652;9,1277;8,5862;7,295;7,8334;8,2474;8,6546;8,3148;8,3666;8,6277;9,0234;6,9646;8,3424;8,1513;8,4848;8,5162;8,3137;9,1615;8,5093;8,1078;7,5101
SCVPRZ2036F02.g;GS1_AS_23960_16425;SCVPRZ2036F02.g_AS;AS;;;;;;;;;;;;;;6,8528;;;;;;;;7,496;;;;;;;6,6575;6,7743
SCRUFL1115C08.g;GS1_AS_23963_00456;SCRUFL1115C08.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,4585;;;;;;;;
SCEZRZ1013A05.g;GS1_SS_16032_08893;SCEZRZ1013A05.g_SS;SS;8,5498;8,8742;8,802;8,5611;10,0202;9,2574;8,7354;8,7279;8,2428;8,2378;9,8976;9,7754;8,1385;9,5648;8,6497;8,9902;8,6516;8,721;10,1686;10,214;9,5512;9,6358;8,935;8,7926;9,354;9,6123;9,6978;10,2476;10,5995;10,7329
SCBGRT1054G07.g;GS1_AS_23964_07021;SCBGRT1054G07.g_AS;AS;;;;;7,0043;;;;;;;;7,6967;7,5846;;;6,573;;9,4414;;5,6122;7,8734;;;;;;;7,1582;7,3586
SCJLRZ3078A09.g;GS1_SS_16022_08524;SCJLRZ3078A09.g_SS;SS;9,1162;9,443;9,3778;9,1234;8,2122;8,3634;8,949;9,4297;8,9775;9,3391;10,0758;9,9608;7,284;8,3848;8,9632;9,7855;9,2833;9,3531;9,9527;10,5491;7,4879;8,2336;8,5543;9,9681;9,7394;9,7551;10,1466;10,6142;8,4032;8,8552
SCRUFL1115G04.g;GS1_AS_23966_03477;SCRUFL1115G04.g_AS;AS;;;;;;;;;;;;;;;;;8,4081;;;;;;;;;;;;;
SCEPRZ3130E04.g;GS1_SS_16027_09710;SCEPRZ3130E04.g_SS;SS;8,6429;9,252;8,5874;8,5253;7,1226;7,0983;8,8014;8,9604;8,5808;8,5348;9,5566;9,0103;7,2557;7,9661;8,6352;9,3983;8,2562;8,5548;9,2365;9,4895;6,9053;7,2426;9,0314;9,1558;8,8672;8,9475;9,3972;9,608;7,2632;7,175
SCSFLR2016F09.g;GS1_SS_16026_19058;SCSFLR2016F09.g_SS;SS;11,5827;11,4488;10,9506;10,8871;8,079;8,585;11,1611;11,2305;10,252;10,7152;6,6537;7,9981;8,6444;7,9693;11,0458;11,3818;10,808;9,9788;;6,9806;8,4653;7,3537;11,1288;11,4248;11,2576;11,626;7,5633;7,4698;8,2554;8,2902
SCRUFL1114C08.g;GS1_AS_23946_01531;SCRUFL1114C08.g_AS;AS;;;;;6,2433;;;;6,094;;;;;;;;;;;;;6,5214;;;;;;;5,8578;6,4886
SCEZAD1081A06.g;GS1_SS_16019_12247;SCEZAD1081A06.g_SS;SS;8,0244;8,1033;7,6394;;6,9742;7,1908;8,3758;7,9152;6,6946;7,2265;8,8492;8,8109;7,0284;7,7594;7,957;8,2568;7,168;;8,7775;8,6111;6,5483;7,446;6,7487;7,4182;8,0784;8,3257;8,8586;8,609;7,3074;7,3577
SCJLRZ3077G10.g;GS1_SS_16020_21889;SCJLRZ3077G10.g_SS;SS;9,3138;8,5659;8,339;8,1405;7,6691;7,6267;8,6858;8,649;7,9957;8,0946;8,3766;8,7522;7,1884;7,484;8,6065;9,3994;8,8157;8,0316;7,0668;8,5249;8,6274;9,0352;8,3696;10,0022;9,5004;9,7309;8,6599;9,6567;8,1652;8,635
SCJLRZ3077H06.g;GS1_SS_16021_09997;SCJLRZ3077H06.g_SS;SS;6,4463;;6,7422;;6,332;;;;6,5385;7,042;7,0264;7,775;;7,227;6,2733;7,1955;6,5777;7,4032;;6,8724;;7,5578;6,4597;7,0222;6,6963;7,6847;7,3398;7,5106;6,842;6,889
SCSBST3093A05.g;GS1_SS_18752_08142;SCSBST3093A05.g_SS;SS;5,9442;;;;;;6,5469;6,8371;;;6,6122;;;;6,3178;;;;;;5,8475;;6,6588;;6,2696;6,9588;6,5318;;;
SCRUAD1133D06.g;GS1_SS_18740_06659;SCRUAD1133D06.g_SS;SS;8,6248;8,771;8,7347;8,2563;7,379;;8,3408;8,259;7,8796;8,4062;8,6242;8,5348;7,4718;7,937;8,4961;9,0675;8,4072;9,0174;8,1687;8,9636;6,1984;8,1152;8,5226;8,9406;8,6043;9,1696;8,7873;9,1451;7,5268;7,5337
SCRLST3165A04.g;GS1_SS_18741_08497;SCRLST3165A04.g_SS;SS;8,9629;8,6861;10,109;9,645;9,8208;9,8284;9,346;8,769;10,1209;9,5351;11,0434;11,5064;9,883;10,2366;7,9674;8,9124;9,7031;10,0042;9,6958;9,899;9,6211;9,8242;8,7492;8,9143;9,298;10,2246;10,6407;10,4296;10,2161;9,9434
SCEZAM1080B12.g;GS1_SS_18747_07500;SCEZAM1080B12.g_SS;SS;12,3739;12,4616;13,069;13,0752;14,036;14,4333;12,4173;12,4898;12,8642;12,554;13,5964;13,5802;13,4103;14,3997;11,9232;12,728;12,5013;13,1121;13,4489;13,5474;14,5767;14,5547;12,5243;12,8508;12,5039;13,0654;13,066;13,4664;14,3346;14,1432
SCVPRZ2041E06.g;GS1_SS_18751_08335;SCVPRZ2041E06.g_SS;SS;9,8904;9,8059;10,717;10,0068;11,2011;12,0391;9,3296;9,2752;9,5034;9,5326;10,6308;11,1801;10,4459;10,8643;9,3733;9,6494;10,6564;10,4434;10,3016;11,864;11,487;12,0894;9,8132;11,1356;10,5024;11,2547;11,4232;12,6734;11,2806;12,3507
SCRUFL1117D07.g;GS1_AS_23981_07523;SCRUFL1117D07.g_AS;AS;6,9364;;7,3857;;6,674;;7,4609;7,3556;6,9063;7,4535;8,0022;8,2506;;7,0398;6,8951;7,3833;7,118;7,4198;7,1042;7,2671;;7,7445;6,7124;6,9908;7,4258;8,0462;7,8514;7,7429;7,2156;6,8938
SCVPRT2081D11.g;GS1_SS_18735_01249;SCVPRT2081D11.g_SS;SS;12,033;11,5724;14,9623;14,1026;8,2574;9,3582;12,314;11,6092;14,8847;14,4324;15,3442;15,1538;8,3592;8,568;11,627;13,397;14,9047;14,7903;14,5864;14,7679;7,8313;7,7024;11,7378;13,283;14,6622;14,9832;15,4011;15,6246;8,5612;8,0586
SCCCLR1C03F12.g;GS1_SS_18736_05289;SCCCLR1C03F12.g_SS;SS;8,6326;8,4951;9,3054;8,792;7,7186;7,4194;8,3595;8,4379;8,7478;8,3609;10,3664;10,6222;6,9267;8,3352;8,3034;8,6934;8,873;9,6586;9,8236;9,8373;7,8319;7,9013;8,3677;8,2516;9,1922;9,6136;10,5151;10,2412;8,3564;7,878
SCVPCL6042D02.g;GS1_SS_18737_07574;SCVPCL6042D02.g_SS;SS;12,934;13,1626;13,036;12,236;11,3798;14,7895;11,9625;12,5228;11,0646;11,874;12,2904;12,503;9,7515;11,1038;13,085;12,1452;12,5308;11,6868;13,6582;12,7442;13,4306;10,6799;13,2504;13,9721;13,1517;13,8394;13,4872;13,6636;13,3075;14,501
SCRLAM2049C05.g;GS1_AS_23972_16008;SCRLAM2049C05.g_AS;AS;6,1142;;;;6,4261;;;;;;;;;7,2512;5,9508;;;;;;;7,4419;6,8917;;;;;;6,5165;6,7684
SCJLRZ3075H06.g;GS1_SS_18739_13563;SCJLRZ3075H06.g_SS;SS;9,3062;9,5827;13,1606;12,8383;;;10,2279;10,2087;13,0126;12,1936;6,379;8,4935;;;8,8908;9,967;12,9086;12,4348;;;;;9,4671;10,1254;13,2068;14,1462;6,6308;6,7017;9,4676;
SCRUFL1117H01.g;GS1_AS_23986_05831;SCRUFL1117H01.g_AS;AS;;;;;;;;;;;;;;6,7239;;;;;;;;;;;;;;;5,8048;
SCJLRZ3077F12.g;GS1_SS_16018_00210;SCJLRZ3077F12.g_SS;SS;7,1166;;;;;;;;;;;;;;7,2939;7,8828;6,1297;;;7,857;;;7,2569;8,9458;6,674;7,3511;8,0838;8,4803;5,7307;
SCSBFL1043G04.g;GS1_SS_20102_13794;SCSBFL1043G04.g_SS;SS;9,8176;10,1436;9,068;9,1263;7,5088;7,7492;9,6428;9,9589;8,6287;8,8238;9,517;9,426;7,143;8,1852;9,6759;9,9122;8,8731;9,0434;9,5137;9,9564;7,7094;8,1233;9,4851;8,7248;9,5013;9,456;10,1134;10,333;7,7477;7,9272
SCEZAM2035F02.g;GS1_SS_16017_06798;SCEZAM2035F02.g_SS;SS;13,3204;13,6804;12,5514;12,7326;11,0078;11,5513;13,7052;13,3416;12,6894;12,8537;13,2384;13,056;11,1212;11,7973;12,8946;13,231;12,3864;12,0854;12,4775;13,0462;11,6357;11,8966;13,4294;13,3977;12,5776;12,856;12,7443;12,9658;11,0234;11,3496
SCJLST1025E01.g;GS1_SS_20101_12023;SCJLST1025E01.g_SS;SS;14,3807;14,4108;14,9332;14,3798;13,5304;13,5879;14,4006;14,0587;14,6091;14,294;14,8173;14,8672;12,9862;14,0288;13,6492;14,179;14,4592;14,6477;14,5769;14,7398;14,3694;14,1334;14,1501;13,8337;14,4138;15,0094;15,0987;14,8262;14,5277;13,9822
SCRUFL1117G06.g;GS1_AS_23984_16451;SCRUFL1117G06.g_AS;AS;11,5084;11,6922;10,7576;10,5155;10,4976;10,2686;11,5827;11,5144;10,4686;10,676;11,8892;11,6416;9,8436;10,8768;11,5938;11,7573;10,6327;10,4455;11,3306;11,498;10,562;10,9023;11,2328;11,3334;11,2161;11,1565;11,5467;11,8036;11,0998;11,0744
SCJLRZ3077E12.g;GS1_SS_16016_08567;SCJLRZ3077E12.g_SS;SS;7,2976;7,8856;7,7691;7,2972;6,5619;;6,733;7,2853;6,9666;7,2258;6,078;6,9682;6,7243;6,8615;7,0645;7,7086;7,4948;7,6177;7,4105;7,7743;5,8536;7,1941;7,62;7,8003;6,9811;7,1532;7,1719;7,4092;6,8168;6,634
SCJLRZ3077C11.g;GS1_SS_16015_12275;SCJLRZ3077C11.g_SS;SS;9,5813;9,827;8,3452;7,8124;8,3243;8,8996;9,8176;9,8742;7,9849;8,121;9,6464;9,5366;8,0736;8,2961;9,7934;9,7166;8,4067;8,1364;10,0756;9,7741;8,6864;7,9575;9,5553;9,5654;9,4934;9,585;10,2344;9,9621;9,1478;8,7974
SCACLR2007B01.g;GS1_SS_18733_11908;SCACLR2007B01.g_SS;SS;10,5468;10,2131;10,5834;10,0661;10,5025;10,5603;10,4743;10,3376;10,287;9,9934;11,5352;11,7408;10,1744;10,7808;10,1038;10,6811;10,4562;10,5448;10,8037;10,9631;10,5522;10,2914;10,0096;10,5273;10,5666;11,2046;11,7154;11,4106;11,3123;10,714
SCMCLR1053A09.g;GS1_SS_20103_09783;SCMCLR1053A09.g_SS;SS;7,7132;7,4124;7,5684;7,1406;7,6456;7,8856;7,1921;7,3137;6,8034;7,1691;7,3874;7,3043;7,959;8,621;7,0569;8,3624;7,5322;7,9097;7,9611;7,8878;7,2091;9,0295;7,7081;8,9456;7,902;8,369;7,6648;8,8752;7,9126;8,4926
SCEZRZ1014C10.g;GS1_SS_16014_12580;SCEZRZ1014C10.g_SS;SS;9,39;9,4095;8,9637;8,5162;7,9681;8,327;9,8512;9,5233;8,5957;9,1785;10,2036;10,8525;8,0986;8,4286;8,859;9,4007;8,5298;8,993;9,0045;9,2122;8,1109;8,336;8,263;8,5332;9,5922;9,848;10,0926;9,7043;8,4621;8,203
SCJLRZ3077A12.g;GS1_SS_16012_04941;SCJLRZ3077A12.g_SS;SS;5,9626;6,7912;;;;;6,4748;;;;6,4259;7,5212;;;6,3638;6,8377;;;;6,7339;6,9942;;;;5,965;;6,2528;6,6422;;
SCCCST3083A12.g;GS1_SS_16010_08584;SCCCST3083A12.g_SS;SS;7,9039;8,499;7,9301;6,8591;6,7181;;7,4701;8,1598;8,4634;7,8455;10,1011;11,1448;7,5559;7,8054;7,4212;8,3543;7,7596;9,9011;8,2836;7,2341;6,7636;7,0192;7,8554;;7,9244;8,5574;9,6516;8,048;7,5614;6,8481
SCRUFL1119B08.g;GS1_AS_24012_06818;SCRUFL1119B08.g_AS;AS;5,4653;;;;7,8396;7,3502;;;;;6,8884;;7,0174;7,9619;5,4859;6,465;6,2117;;;6,6657;7,8026;8,0092;6,3245;;5,724;6,8472;6,905;6,9881;8,4265;8,1929
SCCCLR1022B09.g;GS1_SS_16008_15464;SCCCLR1022B09.g_SS;SS;12,8959;13,1443;13,4542;13,4667;15,3346;15,4973;12,4394;12,3429;13,0638;12,6194;15,1546;14,9908;14,1458;15,3838;12,0516;12,6427;12,648;13,6342;14,899;15,0568;15,7142;16,0397;12,8884;12,934;12,7561;13,4504;14,4377;14,997;15,4398;15,7024
SCJFST1048C08.g;GS1_SS_16005_09886;SCJFST1048C08.g_SS;SS;11,3888;11,3402;10,931;11,0941;8,2959;8,4104;11,8905;11,8071;11,3188;12,1742;11,0174;11,3534;9,6734;9,9388;11,2988;12,3596;11,2971;10,6527;10,4624;10,6947;9,4462;9,6627;11,3482;12,2013;11,8272;11,535;10,7164;10,9958;9,9833;9,5444
SCJLRZ3076F10.b;GS1_SS_16006_03001;SCJLRZ3076F10.b_SS;SS;;;;;;;;;;;6,0427;;;;5,872;;;;;;;;;;;;6,4548;6,6406;5,8542;
SCJFLR1013D07.g;GS1_SS_20087_08494;SCJFLR1013D07.g_SS;SS;9,7408;9,6652;10,6877;10,0156;10,0183;9,9122;9,686;9,5231;10,021;9,7077;11,8009;12,0326;9,6437;10,91;9,6796;10,4264;10,5042;10,9764;11,6624;11,6936;10,0956;10,2835;9,2346;9,9958;10,7348;10,7647;12,1552;11,6719;10,5257;10,1694
SCSBFL1039G06.g;GS1_SS_20092_00177;SCSBFL1039G06.g_SS;SS;7,0845;7,7693;;;6,2534;6,8089;7,6764;7,6251;;;;;;6,2653;7,3664;7,7582;;;;;6,078;6,6847;7,4496;6,6472;5,5957;;5,9946;;7,4202;7,1444
SCJFRZ2031A07.g;GS1_SS_20093_10204;SCJFRZ2031A07.g_SS;SS;11,2128;11,5054;11,2744;10,9571;9,718;10,1306;11,0248;10,8786;10,8044;10,6246;10,9002;11,1004;9,2579;9,8694;10,831;11,1917;11;10,987;11,0676;11,066;9,5309;9,449;11,302;12,1619;11,1925;11,4967;11,3264;11,4517;9,696;9,6884
SCSBFL1043D03.g;GS1_SS_20095_01350;SCSBFL1043D03.g_SS;SS;;;6,8681;;7,3558;7,4033;;;;;;;7,6747;8,2056;;;6,3123;;;;;8,5613;;;;;;;7,2771;7,5332
SCSBFL1043D08.g;GS1_SS_20096_02646;SCSBFL1043D08.g_SS;SS;7,2908;7,5815;7,1004;7,1933;6,5107;;7,6236;7,5562;6,6992;;8,0823;7,9948;6,6663;7,0833;7,3162;7,6908;6,9346;7,1371;7,682;7,6565;6,3021;6,6658;7,7148;7,5219;7,2176;6,9659;7,6412;7,406;7,1191;6,5298
SCJLRZ3076D09.g;GS1_SS_16004_02552;SCJLRZ3076D09.g_SS;SS;11,8178;11,9235;11,5298;11,2812;8,1371;8,2365;12,062;11,6885;11,5654;11,5094;10,9018;11,5643;8,1117;8,8671;11,3856;11,5601;11,2834;11,1974;10,47;10,5747;8,536;8,3346;11,5956;11,5852;11,6635;12,0388;11,3988;10,6692;9,1004;8,2354
SCEZRZ3095H04.g;GS1_SS_15993_12349;SCEZRZ3095H04.g_SS;SS;12,9742;12,4548;13,287;12,3159;14,1672;14,3468;8,202;9,884;8,7766;9,123;11,9486;12,3163;12,3575;11,7644;12,067;12,0581;13,887;12,9362;12,6814;12,2968;11,5368;12,9881;12,4091;13,0471;13,5998;14,1555;14,651;14,6153;11,706;13,6888
SCQSFL1121C11.g;GS1_AS_24044_04409;SCQSFL1121C11.g_AS;AS;8,1475;8,435;7,6367;7,0433;7,3106;6,9767;8,2732;7,9202;7,287;7,4198;7,4759;7,1386;7,4789;7,4807;8,2107;8,394;7,8257;7,4274;7,2918;8,0851;7,4843;7,6997;8,7826;8,9357;7,1786;7,6364;7,7724;8,0964;8,0217;6,9858
SCJLRZ3076E03.g;GS1_SS_15992_11670;SCJLRZ3076E03.g_SS;SS;9,819;9,9128;9,0311;8,626;9,5255;9,7834;9,4654;9,8368;8,3364;8,6703;9,9864;10,2058;8,9254;9,6036;9,7553;10,0615;8,809;8,9858;10,0294;10,2207;9,4464;9,4951;8,9937;9,5392;9,4231;9,6522;10,1847;10,6966;10,1408;9,941
SCJLRZ3076A04.b;GS1_SS_15996_18583;SCJLRZ3076A04.b_SS;SS;8,255;8,0548;9,053;8,6363;12,799;12,8396;8,131;8,134;9,26;8,7869;12,0587;12,605;13,3845;14,1841;7,3194;7,9831;8,249;9,3236;11,5166;10,455;12,838;12,827;8,3223;7,4499;9,1206;9,4537;12,0345;10,7226;13,8265;13,5093
SCJLRZ3076G11.g;GS1_SS_15994_12790;SCJLRZ3076G11.g_SS;SS;9,2595;9,9417;8,8953;9,2294;12,2557;12,3936;9,0301;9,1435;8,8834;8,933;11,3533;11,4855;12,0389;12,5594;8,7202;10,0608;8,5635;10,0606;10,8398;11,5347;12,092;12,5216;8,8488;9,4868;8,7554;9,2472;10,8749;11,2922;11,9722;11,8515
SCBFRT3095E07.g;GS1_SS_16000_16965;SCBFRT3095E07.g_SS;SS;6,041;;;;;;;;;;;;;;;7,1305;7,7793;7,182;;9,3374;;6,3937;;8,1939;8,451;9,493;7,6994;8,4401;;
SCRLFL1006D08.g;GS1_SS_20083_09547;SCRLFL1006D08.g_SS;SS;7,2079;7,6008;7,9163;7,6297;;;7,396;7,6546;7,2347;7,0813;8,3488;9,3102;;;7,493;7,4074;7,422;7,3112;7,3069;7,4242;6,0205;;7,3112;7,4026;7,8285;8,0868;8,7675;7,968;6,7136;
SCRUFL1120C07.b;GS1_AS_24036_01366;SCRUFL1120C07.b_AS;AS;6,1311;;;;7,3062;7,5371;;;;;;;7,6039;7,7528;;6,9574;;;;;;8,1172;6,5389;;;;6,047;;7,7786;7,5984
SCJFFL1C05D10.g;GS1_SS_15998_09536;SCJFFL1C05D10.g_SS;SS;8,6697;9,1394;8,6668;8,4653;7,7067;7,874;8,9448;9,0297;8,5482;8,6184;8,5834;9,0536;7,5756;8,19;8,9667;9,5788;8,5926;8,4227;8,4192;8,3088;8,141;8,244;8,8468;8,8131;8,7874;8,912;8,6937;8,749;8,5223;8,4262
SCACLR1126C04.g;GS1_SS_20075_02432;SCACLR1126C04.g_SS;SS;7,8708;7,926;7,9381;7,659;10,2828;11,3633;7,7616;;8,2264;8,2313;7,3086;8,1898;10,09;11,2948;6,9685;8,2209;7,6348;7,6934;6,8992;7,5849;9,7501;9,5768;7,8646;8,1178;7,8882;7,9957;8,9425;8,5938;10,8391;10,8148
SCSBRZ3118B04.g;GS1_SS_16003_11234;SCSBRZ3118B04.g_SS;SS;11,3974;11,3941;11,9695;11,5372;8,5708;8,3156;11,8256;11,4174;12,0071;11,8404;12,4498;12,4375;9,1717;9,9716;10,8761;11,3822;11,7161;11,5112;11,3376;11,1634;9,265;9,397;11,4925;10,9699;11,7619;11,9986;12,3026;11,4199;9,7532;8,781
SCCCRZ1C01H05.g;GS1_SS_20070_19627;SCCCRZ1C01H05.g_SS;SS;11,7106;11,4987;12,5353;11,9605;5,8814;;11,4259;11,2522;11,9288;11,8057;10,4697;12,6641;;6,2273;11,1348;11,3308;11,79;11,8042;8,6804;9,6448;5,7696;;11,1545;11,2573;12,0946;12,7947;12,0758;11,256;6,2069;
SCQSFL1121B01.g;GS1_AS_24042_14863;SCQSFL1121B01.g_AS;AS;6,6676;;6,3319;;7,6343;7,304;;6,9827;6,3565;7,2826;7,4794;;7,6025;8,5831;7,1309;7,4976;7,3161;;;7,6629;6,5004;8,5534;7,0807;7,6569;6,1444;6,8506;7,5331;7,6416;7,842;7,8792
SCJLAM1061C12.g;GS1_SS_16001_11254;SCJLAM1061C12.g_SS;SS;12,2453;12,3298;12,0151;11,6294;12,4688;12,1142;12,6947;12,51;12,0719;11,9228;13,3093;13,1749;11,8609;12,7998;11,9438;12,3304;11,7947;11,9614;13,0993;13,2088;12,1961;12,4278;12,518;12,0084;12,1895;12,3113;13,0364;12,864;13,1654;12,3906
SCSFRT2071B03.g;GS1_SS_20069_05663;SCSFRT2071B03.g_SS;SS;10,6398;11,0535;9,4619;9,7224;;;11,4969;11,3032;9,7339;10,118;8,8921;7,3561;;;10,7899;10,8854;9,6085;8,9977;8,4678;8,2772;;;11,073;10,3638;10,2635;10,1752;9,373;8,3322;5,9946;
SCAGAM2126G09.g;GS1_SS_20067_01031;SCAGAM2126G09.g_SS;SS;9,8423;9,7619;10,0187;10,1679;14,1939;14,738;9,0016;9,1788;9,6958;9,5239;11,8302;11,4491;13,924;14,6648;8,8918;9,3132;9,3214;10,4861;12,1168;12,138;14,6692;14,5903;9,0496;8,331;10,4456;10,4216;10,9212;11,5352;14,9656;14,5294
SCJFAM1069C02.g;GS1_SS_20068_10354;SCJFAM1069C02.g_SS;SS;10,6748;10,932;9,786;10,2051;6,9198;8,4796;10,3456;10,3956;9,4012;9,94;8,9328;8,564;7,2795;7,408;10,1538;10,7082;9,3578;9,5375;8,8649;9,1312;7,8738;7,4932;10,7843;10,747;9,9988;9,9219;8,9366;9,717;7,7163;7,2446
SCCCFL3002C07.g;GS1_SS_20060_17559;SCCCFL3002C07.g_SS;SS;10,0482;10,2495;9,1256;9,308;7,4175;8,361;9,8588;9,8072;9,0044;9,1222;6,7188;7,0241;7,828;8,5096;9,7157;10,3444;8,8431;8,5623;;7,2079;7,9692;9,6154;10,3452;11,2042;9,1873;9,4231;7,51;8,3694;7,8222;9,8809
SCSGLR1025G06.g;GS1_SS_20057_00278;SCSGLR1025G06.g_SS;SS;7,79;7,9517;7,3357;7,0615;7,2182;7,734;8,3123;7,7252;7,1972;7,2094;9,1756;8,7981;7,7016;6,7735;8,088;8,0018;7,153;7,4708;8,4935;8,6186;7,0283;6,4631;7,9959;7,8908;7,6328;7,3577;8,622;8,4361;7,7516;6,3893
SCJFST1018H12.g;GS1_SS_20059_13018;SCJFST1018H12.g_SS;SS;10,3451;10,3821;9,7129;9,4062;9,7984;9,8936;10,2204;10,3837;9,6762;9,4972;10,9654;10,8916;9,226;9,8194;9,7744;10,4292;8,8358;9,5077;10,3422;10,5305;9,5895;9,613;9,9162;10,2715;10,101;10,3908;10,4758;10,8684;10,1032;9,8644
SCVPST1060E04.g;GS1_SS_15990_01345;SCVPST1060E04.g_SS;SS;12,9934;12,9617;11,6451;11,6364;11,9412;11,8214;12,909;12,9336;11,9322;11,8288;12,7496;12,5375;11,1708;11,1771;13,0114;13,8832;12,1888;11,9748;11,644;13,2988;10,4994;13,2291;12,7246;13,6405;12,7464;12,7132;13,0045;13,9891;11,5062;12,0162
SCEPAM2053C12.g;GS1_SS_15987_18219;SCEPAM2053C12.g_SS;SS;5,4309;;;6,498;6,6898;;;;;;6,1888;6,7262;;6,7066;5,8669;;;;;;6,3738;6,4561;6,2707;;6,4132;6,7011;7,0798;6,817;7,43;
SCMCSB1112G10.g;GS1_AS_24052_04294;SCMCSB1112G10.g_AS;AS;;;;;7,0189;7,5269;;;;;;;7,3824;7,849;;;;;8,4072;;;8,2262;;;;;;;7,2066;7,0335
SCJLRZ3076C03.g;GS1_SS_15986_13894;SCJLRZ3076C03.g_SS;SS;11,3711;11,7713;10,6397;10,5558;9,8588;10,1631;11,7214;11,6544;10,7407;10,8965;11,6678;11,6776;10,2622;10,534;11,0714;11,3259;10,5634;10,2728;10,8988;11,1469;9,8803;10,1269;11,1116;11,0355;10,9476;11,1522;11,4062;11,2805;10,3588;10,2527
SCQSST1036E04.g;GS1_SS_15978_17498;SCQSST1036E04.g_SS;SS;9,6917;10,2162;8,5326;8,7711;6,5946;6,7887;10,2827;10,0795;8,852;9,3516;6,3136;7,1582;;7,1858;8,967;9,7364;8,6042;7,7094;;8,1079;;7,9149;8,6145;8,6889;8,7468;8,0512;8,182;7,7576;7,2504;7,0565
SCEZRZ3049A02.g;GS1_SS_20054_11197;SCEZRZ3049A02.g_SS;SS;9,559;9,6317;11,0151;10,4158;7,1788;8,0353;11,0434;10,6582;11,3014;11,521;10,9196;11,3644;7,6752;7,0415;9,7552;10,9953;11,4386;11,1467;9,4519;11,4454;7,1877;8,1042;9,7666;10,7618;10,579;11,966;10,792;12,2738;7,0684;9,1219
SCVPRZ3029B03.g;GS1_SS_15977_21189;SCVPRZ3029B03.g_SS;SS;10,5346;10,1224;11,6827;10,9013;7,4511;8,159;10,2646;10,2316;11,1936;10,9757;10,867;11,6405;7,5776;8,3311;10,0701;10,6758;11,8183;11,1986;10,7435;12,0869;6,7918;7,6207;9,3048;10,109;11,8896;12,5554;12,3141;12,726;7,2134;7,7551
SCJLRZ3074H05.g;GS1_SS_15974_17663;SCJLRZ3074H05.g_SS;SS;;;;;;;;;;;6,4974;;;;;;;;;;;6,6961;;;;;;6,729;5,7928;
SCEZLB1006F03.g;GS1_SS_15972_18183;SCEZLB1006F03.g_SS;SS;9,0191;8,3785;10,8424;10,4799;;6,432;7,3484;7,7446;9,9835;9,6164;5,9815;7,9019;;;7,8275;9,1307;10,0434;10,2223;;;;;8,3716;8,6117;10,187;10,8042;8,0636;;;
