transcript_name;probe_name;SAS_strand;strand;3280_F2_C1_I1_R1_cy3;3280_F2_C1_I1_R2_cy5;3280_F2_C1_I5_R1_cy3;3280_F2_C1_I5_R2_cy5;3280_F2_C1_L1_R1_cy3;3280_F2_C1_L1_R2_cy5;3280_F2_C2_I1_R1_cy3;3280_F2_C2_I1_R2_cy5;3280_F2_C2_I5_R1_cy3;3280_F2_C2_I5_R2_cy5;3280_F2_C2_I9_R1_cy3;3280_F2_C2_I9_R2_cy5;3280_F2_C2_L1_R1_cy3;3280_F2_C2_L1_R2_cy5;3280_F2_C3_I1_R1_cy3;3280_F2_C3_I1_R2_cy5;3280_F2_C3_I5_R1_cy3;3280_F2_C3_I5_R2_cy5;3280_F2_C3_I9_R1_cy3;3280_F2_C3_I9_R2_cy5;3280_F2_C3_L1_R1_cy3;3280_F2_C3_L1_R2_cy5;3280_F2_C4_I1_R1_cy3;3280_F2_C4_I1_R2_cy5;3280_F2_C4_I5_R1_cy3;3280_F2_C4_I5_R2_cy5;3280_F2_C4_I9_R1_cy3;3280_F2_C4_I9_R2_cy5;3280_F2_C4_L1_R1_cy3;3280_F2_C4_L1_R2_cy5
SCVPRT2077D07.g;GS1_SS_14093_05215;SCVPRT2077D07.g_SS;SS;6,8674;6,727;6,8449;;6,5204;7,34;6,765;6,8532;6,3713;;7,5821;7,3567;7,054;6,7704;7,0394;6,7252;6,5362;;7,1158;6,9684;6,3334;6,936;6,9465;7,1991;6,4688;6,8001;7,2479;7,0676;7,3645;
SCRULB1059F02.g;GS1_SS_11085_14989;SCRULB1059F02.g_SS;SS;11,7846;11,9693;10,9652;11,3113;9,1612;9,6022;11,7471;11,4998;11,269;10,9712;12,1594;11,4966;9,531;10,4654;11,4314;11,827;10,8196;10,8945;12,4437;12,4223;9,8275;10,1284;11,3034;11,2926;11,0328;11,2384;12,1876;12,6071;9,5632;9,1591
SCCCLR1C02C08.g;GS1_SS_11065_12321;SCCCLR1C02C08.g_SS;SS;9,68;9,7258;8,8072;8,5538;7,0336;7,111;10,0165;10,14;9,2942;9,2532;10,9958;10,7458;7,3134;6,936;9,7782;9,9367;8,8816;8,6673;11,3378;10,4664;7,6784;7,4084;9,7992;9,2457;9,5142;9,219;10,4744;10,3942;8,1771;7,5838
SCUTLR2023B03.g;GS1_SS_11066_16729;SCUTLR2023B03.g_SS;SS;13,375;14,0834;12,4006;12,8659;14,6785;15,1382;13,3926;13,7168;12,4974;13,0758;15,1613;15,335;14,5178;14,8555;13,2338;13,9346;12,502;13,1095;15,1405;15,1599;14,2931;14,7426;13,5284;13,9288;13,0024;13,3871;15,0194;15,2504;15,1894;15,1182
SCVPRT2083C04.g;GS1_SS_14154_05246;SCVPRT2083C04.g_SS;SS;11,2409;11,2968;11,1573;10,7326;10,1743;10,2465;10,6939;11,2712;10,902;10,8358;11,8137;11,8544;9,7246;10,5184;10,9898;11,2398;11,1082;10,981;11,5404;11,5996;10,4676;10,343;11,345;11,4;11,1119;11,667;11,825;12,1476;10,8259;10,6078
SCVPFL3044B04.g;GS1_AS_12329_16430;SCVPFL3044B04.g_AS;AS;;;6,2375;;6,0506;;;;;;;;;6,4034;;;6,2361;;;;;6,8485;;;;;;;6,1786;6,0691
SCJFRT1061A08.g;GS1_AS_12333_05773;SCJFRT1061A08.g_AS;AS;;;6,4584;;6,9514;6,7006;;;;;;;6,9534;7,1265;;;6,0692;;;;5,6725;7,7391;5,9414;;;;;;7,0422;7,0075
SCEQAM1036A07.g;GS1_SS_11923_13512;SCEQAM1036A07.g_SS;SS;10,4733;10,3553;10,7184;10,2392;9,336;9,7561;10,0862;9,9636;10,3968;9,9984;11,2946;11,3828;9,2452;9,9954;9,9084;10,3165;10,4792;10,5372;11,1022;11,0729;10,065;9,7136;10,3736;10,6564;10,6484;11,1752;11,3892;11,536;10,4129;10,2361
SCEQRT1025C04.g;GS1_SS_11924_18787;SCEQRT1025C04.g_SS;SS;7,1401;7,3966;8,539;7,2006;;;;;6,5748;;11,9925;13,2573;;;;;7,8222;9,5858;10,282;10,6497;;;6,5139;;6,9542;9,113;12,5082;11,5072;;
SCCCRZ1001B07.g;GS1_SS_14173_13812;SCCCRZ1001B07.g_SS;SS;8,8318;9,248;8,4995;7,9939;8,1454;8,3692;8,6862;8,7062;8,3914;8,6466;10,1668;10,0018;8,091;8,4233;8,6834;9,2336;8,4939;8,8397;9,4966;9,6234;7,7514;8,4141;8,4776;9,2098;8,7717;8,758;9,846;9,3317;8,6364;8,124
SCCCRT1C04G12.g;GS1_SS_11919_13431;SCCCRT1C04G12.g_SS;SS;5,5665;;;;6,0184;6,6638;;;;;;;;;;;;;;;6,7451;6,9363;6,3289;;;;;6,5238;5,8318;6,4699
SCBGRT1054E11.g;GS1_SS_11922_12009;SCBGRT1054E11.g_SS;SS;10,0436;10,3456;8,1778;7,8418;10,3198;10,2584;9,8019;10,0503;7,745;8,654;10,8999;11,0524;9,7223;10,2798;10,0118;10,1654;8,7022;8,6343;9,3452;9,9202;8,8263;9,7257;9,8875;9,8246;8,8783;9,1728;10,2045;10,0878;10,9072;10,226
SCJFRT1061H02.g;GS1_AS_12349_02799;SCJFRT1061H02.g_AS;AS;8,4003;8,7197;8,0574;8,0395;8,4202;8,2826;7,6755;7,6071;7,148;7,1056;8,8642;8,2461;7,969;8,1648;7,7899;8,2155;7,57;7,5327;8,7536;9,2272;9,062;8,118;8,3128;8,4354;7,7394;8,4558;8,6309;9,4032;9,0666;8,8556
SCCCLR1048B05.g;GS1_AS_12357_19532;SCCCLR1048B05.g_AS;AS;;;;;7,2446;;;;;;;;;;;;;;;;;6,3134;;;;;;;5,8042;
SCBGRT1047B04.g;GS1_SS_11903_04222;SCBGRT1047B04.g_SS;SS;10,6178;10,7108;10,4406;10,0815;10,783;11,4062;10,6294;10,5888;9,9602;9,9681;10,9566;11,2311;10,9322;10,0892;10,2868;10,6872;10,3412;10,0912;10,6174;12,5512;11,0383;12,2501;10,4378;10,8215;10,4168;11,089;11,729;12,7522;9,8835;11,9181
SCCCLR1077H10.g;GS1_SS_11064_11136;SCCCLR1077H10.g_SS;SS;;;;;;;;;;;;;;;;;7,5946;;;;;;;;;;;;;
SCRFLR2038B01.g;GS1_SS_11907_11959;SCRFLR2038B01.g_SS;SS;7,3981;;7,8711;7,6859;;7,8117;7,3746;6,9496;8,3551;7,4904;7,1606;7,5003;;;5,667;7,4658;8,2077;8,62;6,7266;8,3462;6,8592;;6,9209;7,0518;8,2453;8,8815;9,3199;7,3822;5,9678;6,7837
SCCCLR1077F07.g;GS1_SS_11063_01217;SCCCLR1077F07.g_SS;SS;8,4869;8,5608;7,8729;7,4092;7,6096;7,615;8,7639;8,7374;7,7087;7,1816;9,1978;9,9138;7,5827;8,142;7,8184;8,9334;7,5136;7,8347;8,65;9,2035;7,8073;7,7852;7,6182;7,0619;8,5522;9,4608;9,4958;9,4746;8,1445;7,8468
SCVPRT2083F11.g;GS1_SS_14157_02689;SCVPRT2083F11.g_SS;SS;5,8328;;;;7,2065;7,3864;;;;;7,7358;;7,5464;7,9702;6,1622;7,3304;;;7,1923;7,3574;6,4912;8,3226;;;6,3148;7,0502;7,5508;7,8186;7,4158;7,7029
SCAGLR2018C04.g;GS1_SS_11061_16720;SCAGLR2018C04.g_SS;SS;12,4501;12,0607;12,1702;11,4756;14,209;14,0486;11,9247;11,9225;11,786;11,7032;13,1242;12,9186;13,8623;14,1559;11,909;12,5047;12,2598;11,9014;12,9932;12,9502;13,9117;13,9364;12,6754;13,3548;12,5097;12,6096;13,4556;13,6326;14,8314;14,2826
SCVPRT2080E09.g;GS1_SS_14165_12573;SCVPRT2080E09.g_SS;SS;;;6,301;;;;6,9491;;;;6,1078;;;;;;;;;;;;;;;;6,2392;;;
SCCCRZ1003C02.g;GS1_SS_11060_08972;SCCCRZ1003C02.g_SS;SS;11,173;10,9602;10,4838;10,5251;7,9772;8,5652;10,497;10,5743;10,3081;10,3902;10,7767;10,4475;7,9341;8,894;10,2179;11,0188;10,4128;10,4525;9,968;9,996;9,1246;9,3168;10,4184;11,1022;10,7292;10,9285;10,3479;10,4192;8,5622;8,4504
SCRLLR1059C02.g;GS1_SS_14164_13949;SCRLLR1059C02.g_SS;SS;8,876;9,0042;10,3226;9,908;6,5085;;8,446;8,4908;9,2916;9,3614;7,6528;8,0402;;6,7345;7,7316;9,1432;9,4823;9,6892;7,1673;7,6988;7,4193;7,2383;8,4257;8,9736;9,446;10,5972;7,8776;8,3898;7,296;7,4307
SCCCRT1C04E12.g;GS1_SS_11914_13371;SCCCRT1C04E12.g_SS;SS;5,8322;;;;6,3502;;;;;;6,8984;7,004;;;5,8651;6,7018;;;;7,5136;5,7618;;;6,7308;5,9547;;6,7346;7,4016;6,0298;
SCCCLR1C10E03.g;GS1_SS_11056_10891;SCCCLR1C10E03.g_SS;SS;5,566;;6,6663;;6,6867;;;;;;6,5184;6,9226;;6,5758;5,6709;;6,4376;7,4486;6,6365;7,469;6,4666;7,5912;;7,0286;6,3029;7,0308;7,3037;7,6654;7,0822;8,0712
SCCCRZ1001A09.g;GS1_SS_14170_20378;SCCCRZ1001A09.g_SS;SS;14,4162;13,0514;13,6856;13,0156;14,6916;15,0338;12,4892;12,7665;13,1883;12,3434;11,3098;11,7002;13,9296;13,6128;13,0918;13,251;13,8004;13,6638;11,7068;12,5304;14,3969;14,0241;13,0045;13,1695;14,3468;14,4385;13,6017;13,5653;14,7081;14,6444
SCSFRT2069G12.g;GS1_SS_11917_11829;SCSFRT2069G12.g_SS;SS;11,0507;11,2488;10,9937;10,7648;10,2065;10,7623;9,8172;11,1334;10,8762;10,9844;12,1604;11,9089;10,2804;10,6322;10,7774;11,1244;10,6918;10,9958;11,8242;12,027;10,433;10,3992;11,0584;10,7206;11,098;11,1769;12,1608;12,5112;10,8321;10,6539
SCRFLR1012H01.g;GS1_SS_11053_02240;SCRFLR1012H01.g_SS;SS;10,7004;10,5874;11,2987;10,8303;12,4268;12,5581;10,7023;10,8492;11,1068;10,9134;13,3817;13,2594;12,2236;12,1754;10,6824;10,9514;11,5507;11,9379;13,0348;13,1033;12,5872;12,5888;10,4135;10,8342;11,4292;11,7949;13,168;13,3588;13,0445;12,574
SCCCRT1003F01.g;GS1_SS_14168_09166;SCCCRT1003F01.g_SS;SS;11,7017;11,7644;11,7016;11,385;11,4317;11,5647;12,0666;11,8469;11,4752;11,0649;13,15;12,6985;11,4282;12,0505;11,2872;11,5664;11,3678;11,4184;13,02;12,7306;11,8278;11,4522;11,4686;10,7462;12,0338;12,1601;12,973;13,0705;12,0323;11,4627
SCCCLR1C10C03.g;GS1_SS_11052_11841;SCCCLR1C10C03.g_SS;SS;11,5844;11,5752;12,5324;12,0124;10,7464;11,9144;11,4149;11,246;11,5704;11,6112;12,2784;11,8915;10,2804;11,1744;11,016;11,1246;12,0914;11,6136;12,2798;12,2385;11,7335;10,9192;11,9386;12,5367;11,7687;12,71;12,4498;12,7819;11,4135;12,104
SCCCRZ1001B06.g;GS1_SS_14172_10901;SCCCRZ1001B06.g_SS;SS;11,1258;11,2042;11,272;10,9796;11,2158;11,134;11,3206;11,0959;11,3325;11,3242;12,4401;12,4465;10,4624;11,2793;10,854;11,2928;11,2805;11,596;12,1632;12,3504;11,6721;11,4616;11,3694;11,2516;11,243;11,5608;12,6608;12,778;12,081;11,7564
SCJLRZ1019F01.g;GS1_SS_11912_10735;SCJLRZ1019F01.g_SS;SS;9,2912;9,3209;6,7184;6,9114;;;9,4245;9,7161;7,2882;7,3622;;;;;9,2092;9,1085;6,4388;;;;;;9,4074;8,4848;7,1403;7,0822;;;;
SCJLRT1021D02.g;GS1_SS_11050_16267;SCJLRT1021D02.g_SS;SS;11,9152;12,212;12,2526;12,3842;13,6682;13,9579;11,7234;11,7797;11,7367;11,8685;11,9831;12,4418;13,0938;14,5788;11,3942;12,1864;11,7764;12,3187;12,1172;12,4068;14,0949;13,9799;12,2396;12,4562;11,7904;12,6398;11,9518;12,4527;14,2722;13,9846
SCCCRZ1001B05.g;GS1_SS_14171_08502;SCCCRZ1001B05.g_SS;SS;11,5105;11,7388;11,1764;11,1924;9,3706;9,6257;11,524;11,3332;10,8691;11,0281;11,2462;11,501;9,4851;9,7885;11,4506;11,7616;11,081;11,3362;11,1777;11,6095;9,7992;9,8175;11,118;11,756;11,2296;11,5158;11,3229;11,4542;9,948;9,8158
SCCCLR1066A01.g;GS1_SS_11044_09477;SCCCLR1066A01.g_SS;SS;;;;;;;6,805;;;;6,6184;6,9985;;6,5179;5,8978;6,3882;;;;;5,9993;;;;;;6,1111;6,9222;6,0914;
SCJFRZ2011G01.g;GS1_SS_11045_09514;SCJFRZ2011G01.g_SS;SS;11,7502;11,8077;12,2522;12,0506;10,8438;11,0451;11,9414;11,427;12,0483;11,5343;13,0487;12,3926;10,6925;11,6828;11,3164;11,9908;11,73;12,0476;12,9733;12,8987;11,7438;11,3976;11,5972;12,0745;11,789;12,1701;12,7002;12,7808;11,3484;11,0842
SCRLLR1110B02.g;GS1_SS_11046_12427;SCRLLR1110B02.g_SS;SS;10,0244;9,9414;9,4514;9,1659;10,0064;10,8546;10,8879;10,5206;10,0406;9,7372;11,055;10,4598;10,007;10,6552;9,863;10,1606;9,6218;9,12;10,5574;10,242;10,6661;9,9303;10,178;10,3369;9,7061;10,0414;10,8046;10,495;10,8661;10,6175
SCBFRZ2019A06.g;GS1_SS_05231_14602;SCBFRZ2019A06.g_SS;SS;6,8042;7,1361;;;6,785;;7,3429;7,1284;;;;;7,1949;7,4644;6,8359;7,0886;;;;;5,5435;7,7217;6,2618;;;;;;7,0026;6,8819
SCJFRT1059G06.g;GS1_AS_12297_00985;SCJFRT1059G06.g_AS;AS;6,146;7,664;;;;;7,1836;7,0113;;;7,1027;;;;6,2212;6,4531;;;7,6306;7,1325;5,8024;;;;6,3355;;7,2393;7,9322;6,6936;
SCMCFL5011B04.g;GS1_SS_05232_20147;SCMCFL5011B04.g_SS;SS;13,325;13,5394;11,5908;11,8324;;;13,1602;13,17;11,5927;11,7138;11,0531;11,4798;;;12,954;13,131;11,4608;11,2279;10,0124;10,1457;;;13,1284;12,6966;12,4198;12,3153;10,978;10,0668;;
SCSGAM2103G06.g;GS1_SS_05227_00916;SCSGAM2103G06.g_SS;SS;6,6216;;;;11,9678;11,4908;;;;;6,6498;;11,1103;11,8339;5,8015;6,9514;;;;7,0912;11,5029;11,0391;;;5,5763;;5,953;6,7267;12,2806;11,3548
SCJFRT1059D05.g;GS1_AS_12290_20831;SCJFRT1059D05.g_AS;AS;5,6329;;7,4482;;6,9828;6,877;;;6,1147;;;;7,0479;7,0622;;;6,4001;;;;;7,1206;;7,3523;;;6,623;;7,3222;7,1648
SCCCLR1001C07.g;GS1_SS_05230_17662;SCCCLR1001C07.g_SS;SS;11,3286;11,3316;12,0416;11,9308;8,5532;9,025;10,4875;10,482;11,3843;11,2876;12,1209;12,0718;8,1726;8,8144;10,3792;11,108;11,6124;11,9172;12,708;12,8689;9,2714;9,2404;10,954;10,6028;12,0337;12,252;12,514;13,3479;9,3593;9,3334
SCEZRZ3018F02.g;GS1_SS_05235_05315;SCEZRZ3018F02.g_SS;SS;13,964;14,2534;13,1687;13,455;10,8562;11,3268;14,4351;14,4045;13,5706;13,8324;13,3086;13,4171;11,2896;12,2192;13,9876;14,323;13,6047;13,3736;12,5632;14,1546;11,4736;12,6715;14,6432;14,6878;13,5254;13,5986;13,5248;14,2093;11,868;11,6914
SCRLLR1131D03.g;GS1_SS_05236_15851;SCRLLR1131D03.g_SS;SS;12,785;12,8187;12,7516;12,4707;11,8744;12,5105;12,0114;12,1108;12,0354;12,0522;12,9006;12,9612;11,9987;11,9129;12,3714;12,8765;13,0082;12,8003;12,4488;13,0844;12,2656;12,6303;12,6938;13,615;12,8776;13,3788;13,1921;13,7354;11,6528;12,937
SCRUFL4020B01.b;GS1_SS_05234_09636;SCRUFL4020B01.b_SS;SS;10,1177;10,4143;9,1571;9,5422;11,1794;11,4506;10,9575;10,8087;9,5456;9,9819;9,0694;11,0484;11,118;11,55;9,8958;10,7188;9,0863;9,3939;8,1052;8,1109;11,0946;11,1574;10,758;10,5984;9,6014;9,7644;10,1799;9,1253;11,5442;11,3526
SCBGRT1047A07.g;GS1_SS_11894_13600;SCBGRT1047A07.g_SS;SS;13,9312;14,244;11,6698;12,455;7,3105;7,4778;14,1335;14,0369;11,7912;12,9588;9,9572;9,6163;;7,4533;13,4504;13,4914;11,5363;10,2732;9,1958;9,8435;7,2876;7,8869;14,2855;13,3529;12,0141;11,526;9,375;10,2634;7,1522;7,6539
SCBGRT1047A08.g;GS1_SS_11895_13287;SCBGRT1047A08.g_SS;SS;9,6978;9,3434;10,8038;10,2124;10,5802;10,5326;9,9935;9,7186;10,9916;10,4144;12,3771;12,1003;9,9949;10,7432;8,9717;9,7467;11,1229;10,6848;11,4514;12,3379;10,5272;11,2752;9,3896;10,5036;11,0152;11,778;12,8186;12,7517;11,344;11,6804
SCJFRT1060E10.g;GS1_AS_12310_06739;SCJFRT1060E10.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,8836;;;;;;;5,9543;6,4408
SCBGRT1047C12.g;GS1_SS_11896_06024;SCBGRT1047C12.g_SS;SS;10,4935;10,992;10,0756;10,1586;8,6854;9,5406;10,6544;10,6388;9,8565;9,9175;11,3492;10,9387;9,6716;10,402;10,4387;10,7001;9,4356;9,6146;11,2191;11,229;9,0009;9,7247;10,1896;9,659;9,6654;10,0116;10,8355;10,8286;9,024;9,1573
SCCCCL3120F07.g;GS1_SS_05242_12753;SCCCCL3120F07.g_SS;SS;14,5858;14,6002;14,3934;14,181;13,2832;13,4672;14,7612;14,4958;14,4372;14,2188;14,9728;15,0264;13,1045;13,8212;14,1408;14,5407;14,0896;14,075;14,5296;14,4868;13,5518;13,2527;14,624;14,5936;14,2649;14,3966;14,8202;14,7618;13,7681;13,1942
SCCCLR1066A06.g;GS1_SS_14152_20252;SCCCLR1066A06.g_SS;SS;11,5458;11,4292;12,3749;11,8161;11,2935;11,1839;11,2084;11,0369;12,107;11,5012;13,3966;13,0734;10,848;11,1478;10,7136;11,3691;12,2292;12,3372;12,7961;12,8561;10,7758;10,5738;11,4864;11,147;12,0994;12,4889;13,3764;13,5769;11,5594;10,5343
SCEQRT1030E03.g;GS1_SS_11899_12048;SCEQRT1030E03.g_SS;SS;8,8451;9,187;9,5764;8,9231;8,503;8,8552;8,834;8,6314;9,6461;8,9916;11,6392;11,131;8,0201;9,0702;8,9309;9,1856;9,5489;9,657;11,4784;11,2205;9,0142;8,4382;8,463;9,6081;9,6928;10,1245;11,2029;11,205;9,3892;8,8202
SCBGLR1096H12.g;GS1_SS_05238_18341;SCBGLR1096H12.g_SS;SS;11,9016;11,9269;11,453;11,6357;11,0253;11,4844;11,5421;11,2243;11,4281;11,3648;12,1124;12,2559;10,9078;11,3207;11,1521;11,8121;11,1757;11,9952;12,447;12,2995;11,479;11,446;11,7655;11,8214;11,2988;11,307;12,0788;12,4244;11,5135;11,2759
SCVPRT2082C10.g;GS1_SS_14148_11939;SCVPRT2082C10.g_SS;SS;5,7493;;6,3417;;8,826;9,1405;6,6042;;6,3922;;7,9926;7,4218;8,7272;9,312;5,7632;;;;7,2565;6,896;9,0288;8,9981;;;6,3128;;6,5597;6,9248;9,0894;8,2502
SCJLLR1011F11.g;GS1_SS_11901_16254;SCJLLR1011F11.g_SS;SS;9,5775;9,3293;9,3986;9,0653;10,7655;10,9252;8,6124;8,3913;8,004;8,1386;10,3794;10,8811;9,2227;10,0282;8,855;9,2086;8,9588;9,5908;10,1389;10,671;10,4927;10,2207;8,8768;8,9653;9,5668;10,3177;11,3994;11,716;10,7162;10,7546
SCVPRZ3029A08.g;GS1_AS_12318_20224;SCVPRZ3029A08.g_AS;AS;;;;;6,7361;;;;;;;;;7,6225;;;;;;;;7,867;;;;;;;6,7528;7,1647
SCEPRT2043E12.g;GS1_AS_12316_17513;SCEPRT2043E12.g_AS;AS;;;;;6,2668;;;;;;;;;;;;;;;;;6,999;;;5,4896;;6,0636;;6,0679;
SCRLLR1109G02.g;GS1_SS_11038_13442;SCRLLR1109G02.g_SS;SS;10,8091;10,9349;10,6699;10,358;10,786;11,0228;10,5789;10,7955;10,2478;10,1624;11,9226;11,6826;10,4185;11,0834;10,4;10,8998;10,2609;10,7334;12,079;12,1694;10,9334;10,9279;10,556;10,88;10,9541;11,1496;11,7454;11,7861;11,4626;11,116
SCVPRT2081D05.g;GS1_SS_14137_08969;SCVPRT2081D05.g_SS;SS;;;;;;;;;;;7,3522;;;7,4294;;;;;7,3723;7,1243;5,9625;7,1379;;;;;6,601;;6,4157;6,3212
SCRLLR1109F10.g;GS1_SS_11037_21445;SCRLLR1109F10.g_SS;SS;11,4251;11,5342;11,0064;10,8519;9,5774;9,6282;11,0834;10,8617;11,1602;10,7965;11,3704;11,1666;9,5633;10,3871;10,7517;11,2106;10,5359;10,8288;11,0183;10,9971;10,508;10,0865;11,3796;11,0842;11,1604;11,2654;11,4027;11,6174;10,6566;9,8152
SCRLLR1109H08.g;GS1_SS_11043_21133;SCRLLR1109H08.g_SS;SS;14,8282;14,5148;14,7223;14,3036;13,661;13,9737;14,0666;14,1032;14,2306;13,6812;16,1589;15,4872;12,9602;13,5158;14,7142;14,4148;14,7842;14,9426;16,0377;15,422;13,13;13,1108;15,1608;14,5466;14,5441;14,5995;15,2715;14,7994;14,0247;14,1798
SCVPRT2081A02.g;GS1_SS_14135_16579;SCVPRT2081A02.g_SS;SS;;;;;9,4795;9,3308;;;;;7,4645;8,1467;8,2504;9,0568;;;;;9,5007;9,6359;10,167;9,0506;;;;;8,3956;10,0221;10,551;9,7497
SCVPAM2066A08.g;GS1_SS_11887_04600;SCVPAM2066A08.g_SS;SS;11,1858;11,6834;10,7632;10,7089;8,4558;8,9278;10,9508;10,8045;10,1635;10,4784;11,85;11,4554;8,2472;8,8885;11,4124;11,8854;10,83;10,855;11,8938;12,2252;8,3518;8,9404;10,9696;11,4243;11,1936;11,1562;11,7529;12,3048;9,043;9,0364
SCRLLR1109G11.g;GS1_SS_11042_20829;SCRLLR1109G11.g_SS;SS;14,3736;14,2296;14,2641;14,0464;15,7098;16,0823;14,0197;13,9156;13,8069;13,6484;15,1744;14,9325;15,5285;15,9527;13,8885;13,9726;13,7001;13,7402;15,1686;15,2684;15,829;15,8114;14,7392;14,415;14,3774;14,6437;15,0271;15,46;16,0654;15,5621
SCVPRT2081C10.g;GS1_SS_14134_07313;SCVPRT2081C10.g_SS;SS;11,2219;11,2837;12,033;11,7606;12,1118;12,0492;11,2976;11,2513;11,7606;11,7327;12,5652;12,9078;11,5089;12,917;10,9043;11,5206;12,0088;12,1555;12,327;12,1746;11,5929;12,0004;11,3004;11,883;12,2012;12,8234;12,7804;12,8575;13,159;12,1047
SCCCLR1076C07.g;GS1_SS_11888_21143;SCCCLR1076C07.g_SS;SS;8,3512;8,3862;12,6366;11,5892;9,4787;10,2902;9,0648;8,8088;12,5176;10,7992;14,4848;13,9318;10,6094;9,7614;7,436;9,7858;12,1401;13,3452;13,3767;13,8578;10,2338;13,9554;7,5722;9,4844;11,8586;12,7641;13,3314;13,1041;8,5164;9,7364
SCCCLR2003B11.g;GS1_SS_11034_14090;SCCCLR2003B11.g_SS;SS;11,9666;12,2077;11,7292;11,3289;11,2522;11,6208;11,4764;12,0587;11,6007;11,7202;12,9554;12,7048;11,2486;11,428;11,7546;11,9361;11,542;11,4847;12,4668;12,4916;11,0624;11,1486;11,9482;11,7524;11,8823;11,7882;12,7585;12,5436;11,6818;11,3342
SCVPRT2082C08.g;GS1_SS_14147_11646;SCVPRT2082C08.g_SS;SS;6,9492;7,1018;;;9,0982;10,236;;;;;7,4815;7,2135;8,9226;7,7412;6,1388;;6,419;;7,2238;7,8238;7,747;8,0862;6,9148;;6,7586;8,1893;8,6606;8,8501;8,3104;8,6926
SCRUHR1076B12.g;GS1_SS_11889_18315;SCRUHR1076B12.g_SS;SS;10,322;10,5895;10,3848;10,5956;11,1431;11,8065;10,3858;10,252;10,3494;10,2708;11,4366;11,312;10,9776;11,6592;9,9216;10,6395;10,0722;10,6424;11,4004;11,3879;11,9038;11,6602;10,6374;11,1773;10,3641;10,8346;10,9318;11,3044;11,7975;11,7139
SCVPRT2081G11.g;GS1_SS_14144_17010;SCVPRT2081G11.g_SS;SS;12,09;12,2536;11,6272;11,8088;10,9654;11,3654;11,903;11,8796;11,9106;11,9057;12,3606;12,1752;10,0865;10,9756;11,5743;12,03;11,5096;11,6222;11,7572;12,1776;10,8992;11,3986;11,38;11,1403;12,4524;12,3634;12,0183;12,1213;10,7146;10,6239
SCACLR1036E09.g;GS1_SS_11891_15705;SCACLR1036E09.g_SS;SS;;;;;7,8522;9,5346;;;;;6,5;;7,3804;6,8602;;;;;;7,2225;7,3234;7,557;;;6,4322;;6,7156;7,8542;7,343;9,222
SCJLRT1006D09.g;GS1_SS_11036_19503;SCJLRT1006D09.g_SS;SS;8,1156;7,7477;8,186;7,7486;12,1597;12,3101;7,2662;7,1225;7,8874;6,9197;14,0081;12,8382;11,5354;12,2913;7,5438;7,9062;8,0956;9,8522;13,4938;13,782;12,1052;11,7397;7,6082;8,0086;8,6091;8,9957;12,869;13,497;12,7405;12,6762
SCVPRT2081F09.g;GS1_SS_14142_20344;SCVPRT2081F09.g_SS;SS;6,1982;;7,32;;7,2154;7,7292;6,6767;;6,5026;;12,2165;12,2787;7,459;7,6779;5,9784;;7,2167;7,3216;12,6294;12,3835;7,8594;7,9711;6,4727;;5,9382;6,7481;12,3048;11,6412;8,6608;7,5578
SCEZLR1009H11.g;GS1_SS_11893_13513;SCEZLR1009H11.g_SS;SS;7,7121;7,9174;6,4619;;;7,1713;7,8818;7,9881;6,3598;7,2243;6,8908;7,2812;;6,3867;7,9414;8,049;6,8614;;;;;;7,4163;7,427;7,5071;7,4071;7,4375;7,2089;6,0323;
SCRLLR1109D10.g;GS1_SS_11035_11817;SCRLLR1109D10.g_SS;SS;11,5373;11,7649;11,6177;11,62;10,311;10,7643;11,4724;11,3653;11,5388;11,4656;12,4756;12,2293;10,1926;11,0264;11,155;11,8476;11,4607;11,9066;12,467;12,6036;10,9354;10,9495;11,4608;11,5332;11,4303;11,8532;12,2858;12,6742;11,2006;11,1184
SCQGLR1062C05.g;GS1_SS_14141_13932;SCQGLR1062C05.g_SS;SS;13,8518;13,7338;13,628;13,4178;10,8506;11,1966;13,5581;13,6833;13,6248;13,5035;13,6596;13,5988;11,041;11,2576;13,4836;13,9252;13,309;13,3932;13,2401;12,9569;10,6174;10,4934;13,7526;13,6031;13,8629;13,9278;13,3068;12,8603;10,9328;10,802
SCCCLR1C02D04.g;GS1_SS_10993_10897;SCCCLR1C02D04.g_SS;SS;8,2944;8,6675;8,3684;8,0029;6,9876;7,1128;8,6116;8,552;8,3814;7,9798;9,0102;9,5754;7,3357;7,8935;8,4428;8,826;7,7072;8,2037;7,72;8,4046;6,7068;7,797;7,906;8,3424;8,7312;8,8435;9,032;8,8248;7,5032;7,1449
SCCCCL4002F03.g;GS1_SS_10994_10644;SCCCCL4002F03.g_SS;SS;10,521;10,5172;10,7546;10,7644;9,545;10,132;10,6332;10,0768;10,7812;9,6802;12,238;11,494;9,7902;11,4002;9,7817;10,3516;9,903;10,0186;12,2783;11,6398;10,8433;10,6881;9,4774;9,6753;10,53;11,1969;11,9596;12,1744;9,612;9,9322
